userName,score,at,content
Tukang kopi,5,2022-08-30 10:32:33,"Lumayan lahh,biarpun pas narik potongan nya 5rb. Masuk nya juga hitungan menit. Mantap"
Vita Sari,3,2022-08-30 00:55:59,"Awal"" masih bagus dan memang membayar.... Semkin kesini sulit dapet survey... Sekalinya dapet pas masuk ngga bisa di isi, coba masuk lagi tetep sama... padahal Sinyal bagus. Tiba"" ada notifikasi tidak sesuai kriteria... Padahal belum ngisi :)"
Sri Mulyati,4,2022-08-29 12:09:06,"Pas buka ke Aplikasinya suruh update, tapi di playstore gak ada yg harus d update gimana sih populix, saya jadi gak bisa kerjakan surveinya karena aplikasinya suruh update."
Weny Yulianingsih,3,2022-08-29 11:57:06,Sering update dan pas diupdate tetap gak bisa dibuka. Harus di uninstal dan di download lagi
Uswatun Chasanah,4,2022-08-29 10:56:58,Kenapa setelah di update jadi tidak bisa dibuka? Disuruh update terus padahal di google play sudah di update.
Ryska Andini,5,2022-08-29 06:00:43,"Aplikasinya Sangat bagus, gak ribet pas pengambilan uang.. tanpa potongan☺"
Sobari,4,2022-08-24 17:26:12,"Untuk Tampilan Dan Lainnya Sudah Bagus, Tetapi Saran Saya Hanya Satu Bisa Untuk Mengganti Email Tanpa Harus Di Persulit"
Denny Dharmawan,4,2022-08-24 16:44:47,"real bayar, cuma skrg sering bgt disuruh update. dan hampir sebulan gaada survey, parah."
Monica Siska,3,2022-08-10 01:57:11,"Sekarang populix tidak seperti dulu, masa sudah mengisi study sampai selesai tidak dapat reward dan di akhir study baru diberitahu kalau tidak sesuai kualifikasi. Kalo dari data sudah tidak sesuai kualifikasi studynya dari awal tidak usah di tampilkan. Dan sudah beberapa kali terjadi seperti itu, tolong lebih di perbaiki lg."
Rizky Meylina Putri,4,2022-07-19 08:29:59,"Jangan bolak balik update lah. Gak semua orang punya memori hp yg cukup buat update😭😭 Klo misal update, bolehlah. Tapi klo blm diupdate, setidaknya bisa dibuka. Jangan yg HARUS UPDATE baru bisa buka aplikasinya"
Supri anto,4,2022-07-18 12:39:20,"Populix Apk bagus dan nyaman di pakai,semoga setiap hari ada surve,jangan lupa masukin Code :89ABD-30"
Asriamalia,1,2022-07-18 08:40:37,Kenapa di menu home populix saya terdapat study tetapi ketika diklik untuk mengikuti survey kuota suudah maximum sedangkan sebelum klik kuota masih 35% lalu saya masuk kembali untuk memulai survey yang sana tetapi tulisan kuota sudah maximum muncul kembali.. Saya ulangi begitu terus yg muncul kuota max padahal sebelum masuk belum 100% . Pertama 35% skrng kuotanya menjadi 54%.. Kenapa orang laain bisa saya tidak bisaa???
Maria Ratna Maharani Haryanto,5,2022-07-18 02:48:51,Keren banget nih aplikasi tapi kalo bisa studi dikasih waktu agak lama donk biar ga ketinggalan terus
Ririn Syafrina,4,2022-07-17 11:07:52,"Ketika ada pemberitahuan via email tentang studi dan di klik, eh kuota dah habis, padahal emailnya baru masuk dan langsung diklik. Hmm.."
ALL OF GAMING,1,2022-07-14 06:22:56,"Gajelas, mau verif ktp aja muncul notif data tidak sama padahal jelas-jelas udah sama persis data yang sudah saya masukkan."
ade laela fitriani,2,2022-07-13 12:38:42,Populix knp sih terkadang walaupun sudah mengikuti survey dan menjawab benar tapi reward nya gagal terus...
Amalia Nurfajrina,5,2022-07-13 06:14:09,"aplikasinya bagus dan terbukti membayar cuma akhir akhir ini sering bgt update, saran aja kalo update jangan brp hari sekali karena kesel aja gitu dikit dikit update, overall recomended sih aplikasinya udah aku coba hampir 1 th"
rank 1719,4,2022-07-12 05:54:07,"Setelah dinupdate semakin bobrok Populix padahal saya sudah lama menggunakannya, setelah update malah ngak bisa masuk ke akun"
Adam Hilmi,4,2022-07-12 04:05:03,"Jumlah kuota survei sangat terbatas, baru muncul notifikasi survey baru 5 detik, begitu dibuka udah habis......"
Malik Ardhiansyah,5,2022-07-12 00:10:55,"Luar biasa Populix, survei berbayar yang transparan dan UX/UI mantap dan ada fitur games untuk mengumpulkan poin. Terbukti membayar dengan hanya hitungan detik. Note: - Platform survei ini hanya penerus dari sumber survei, jadi ada tidaknya survei tergantung kebutuhan sumber dan sesuai dengan kriteria profil kita - Platform survei berbayar ini banyak pengguna, jadi jika kita telat beberapa detik saja bisa ndak kebagian - Kalo ndak kebagian survei, ya jangan marah. Berarti itu bukan Rezki anda"
Hanni,5,2022-07-11 23:47:04,perasaan suruh update terus aplikasi ini padahal juga gaada fitur baru :(( sangat menggangu kenyamanan pengguna mohon segera diperbaiki pihak pengembang 🙏
calas putri,5,2022-07-11 15:57:09,"uang nya beneran masukk koo, sekali nya gada surveyy tuh bener bener gada survey, tapi sekali nya ada survey langsung bejibun setiap hari, setiap jam pasti ada"
Chicken Winner,5,2022-07-11 04:46:21,"Pengen nanyain dong, di aplikasi nya minta update, tapi di play store nya ga ada mnta update, cuman uninstall sama buka, boleh di bantu?"
Elvita Alicia,1,2022-07-11 04:13:49,"awalnya bagus, kok skrg update mulu giliran udah update tetep ga bisa masuk, akhirnya coba uninstall dan download kembali, tetapi sama saja tidak bisa masuk."
Lysti Santiago,1,2022-07-11 03:29:35,"Gak bs di buka app nya , makin lama makin dikit survey . Klo pun ada survey nya jd fail trs -_- . Durasi survey nya kelamaan trs poin nya jg cm dikit"
Regina Ananda,5,2022-07-08 11:24:25,"Bagus, surveinya juga menghasilkan, kalau sabar bisa dapat cukup banyak buat jajan di kos"
Feby Rainra,1,2022-07-06 02:22:08,"Masa studi sampai 1000 orang responden, begitu saya klik notifikasi tiba² saya engga kebagian? 1000 orang itu lho. Banyak. Engga kali ini aja dikecewakan ama Populix. Lama² tak uninstall juga nih aplikasinya. Kesel banget"
uya syamri,1,2022-07-05 02:29:48,"Email surveynya sering telat Masuk,pas di buka sudah habis tuh surveynya.survey banyakan di tolak & berbagai alasan,rewardnya banyakan tiket.kalau bisa rewardnya poin aja donk..kelamaan mau nukar jadi duit kalau tidak berbentuk poin."
Putri Anggraeni,5,2022-07-04 05:49:45,"App-nya simple digunakan, saran aja ni biar survey-nya diperbanyak lagi dan jelaskan kriteria reaponden yg digunakan, jgn hanya tampilkan tulisan tidak bisa survey krna bukan kriteria kita."
Yensisca Ranni,5,2022-07-02 16:01:18,Mantap Terbukti langsung membayar Meskipun gak seberapa. Suka telat jawab survei. Tolong kalau surveinya sudah gak ada langsung hapus otomatis dong. Biar gak bingung sama survei yang baru. Jadi ketiban Atau gak diatur buat survei yang baru di taruh di paling depan
Nila nn,3,2022-06-29 03:16:32,awal2 bagus tp makin kesini suka logout sendiri dari aplikasi dan susah masuk
Vera Waty,1,2022-05-15 04:26:01,"Kecewa sama aplikasi ini , studi nya lama amat adanya , mau sampek 3 minggu gak dapat studi yang ada ngumpulin koin nya sampek 1 tahun pun gak akan tercapai"
Rusli Rusli,1,2022-05-13 16:58:47,Aplikasi populix yang sekarang sangat mengecewakan padahal baru dapat notifikasi survey pas dibuka malah udah penuh kapan bisa terkumpul rewardnya...tolong diperbaiki lagi sistem surveynya biar gak bikin kecewa yang sudah lama bermain dipopulix
Pipin Vina,5,2022-04-27 09:51:01,"Aplikasi yang sangat bagus,dan juga kakak help center nya juga cepet respon nya...pokoknya top"
Agus Adi,1,2022-04-26 03:55:10,Aplikasi sampah jangan di install.....setiap di kasih survey jawaban pasti di tolak....dah capek2 ngisi survey benar2...survey nya lama datangnya.....sekali datang di tolak jawabannya.....klw emang gak mampu bayar jangan buat aplikasi dong.....ngabisin kouta internet aja..... Jangan ada yang mau install aplikasi ini....gak sanggup bayar....hapus aja dari playstore....benar2 mengecewakan sekali....assuuu....
Samuel NG,1,2022-04-18 05:55:08,Saya kecewa dengan populix.. Saya telah mengisi Survey >10 mnt eh pas udh mau kelar isi malah error dan ga bisa dilanjutkan... Setelah itu survey saya ditolak & ga dapat reward karena tidak lengkap mengisi survey
Yusuf Pradika,4,2022-04-15 10:26:13,"Populix Tak Sebagus Dulu Makin Jarang Sekali Memberi Survei Dan Sekali Ada Kuota Penuh. Padahal Baru Surveinya. Mohon Untuk Team Populix Untuk Menjaga Membernya Yang Setia Dan Royal Selama Ini, Agar Tidak Memberi Harapan Tak Pasti Dengan Berlama2 Stay Di Aplikasi Populix Tapi Tidak Ada Hasilnya."
"Ardi Rozandi Ekamartha, ST",5,2022-04-08 01:54:59,"Aplikasi yang baik dan bagus, admin juga ramah dan tanggap akan permasalahan member, download aplikasi ini, pokoknya sip"
Habi Burahman,5,2022-03-31 05:06:32,Populix mantap. Auto bintang 5.. Penarikannya cepat.. alhmaduliah udh masuk saldonyaa. Thans populix🥰🥰 perbnyak dunk studinyaaa. Ditunggu
Kiki Kusumawati,5,2022-03-22 02:05:18,Aplikasi menjanjikan terbukti terbayar. Pencairan nya sangat cepat
Gilang H,5,2022-03-21 04:38:26,"Honest review. Ini aplikasi enak banget dipake, sering ada quiz juga dan lumayan feenya. Terus pelayanannya cepet dan ramah banget sumpah??? semoga bisa lebih ditingkatkan lagi ya ke depannya"
Vencia Alfionita,5,2022-03-13 01:06:41,Aplikasi terbukti membayar dengan mengisi survey. Harus sabar dan konsisten. Setiap Minggu nya akan di berikan survey. Kadang seminggu 2X tergantung dari kekonsistennya kita. Terimakasih
Fatimatus Mufidah,5,2022-03-11 01:56:29,Admin nya ramah bnget aplikasi nya baguss baru kali ini ada masalah trs perbaikan nya cepet gilaaa baguss sukses terus yaa:)
Adila Rizki H 16,5,2022-03-02 10:28:19,"Sudah sangat bagus, namun biaya administrasi penarikan dananya terlalu besar. Harap administrasi penarikan dana ditiadakan."
MK B pagi_Muhammad wahyu ramadhan,5,2022-02-15 13:54:53,"Terimakasih, ya min sudah bantu saya,apk nya saya suka tapi bagai mana cara mendapat kan uangnya, semoga sukse ya min"
Riski Putri Sekarini,1,2022-02-04 11:07:04,"Ada notif studi langsung di buka, eh pas kebuka udah habis terus. Gak pernah bisa ngerjain studi. Kecewa dengan aplikasi ini"
Ahmad Haqiqi,5,2022-01-31 02:31:47,Setelah mencoba ternyata populix aplikasi survey terbaik selain isi survey ad game yang bagus admin juga ramah dan membantu dengan cepat setiap kendala yang ada
Reza Nur Qolby,2,2022-01-26 10:22:10,"Awal-awal pake populix lancar-lancar ajaa. Studi dateng terus, sering ada survey yang banyak poinnya. Tapi setelah saya ambil rewardnya malah jarang sekali ada survey. Sekalinya ada notifikasi buat isi, tapi pas diklik studi sudah habis. Padahal notif baru aja muncul. Gimana ya ini? Saya juga udah rajin isi polling, tapi studi sangat jarang ada dan sekalinya ada poinnya sedikit. Semoga tim populix bisa memperbaiki ini.. terima kasih."
Dhea Ananda,1,2022-01-22 17:34:53,"parah bgtt populix skrg asliii, masa uda sebulan lebih gaada studi sama sekali pdhl tiap hari ngisi poling harian, kesel bgtt. jadi nyesel uda saya promosiin ini apk di Twitter taunya makin gajelas ginii. kalo gini teruss otw hapus tweet dan uninstall apk nya lah, kit hati sayaa"
Annisa Syukri Amalia,1,2022-01-18 00:30:36,"Setelah mendapatkan 10 ribu pertama di aplikasi populix, sepertinya ga bakal lama lagi diuninstall aja karena makin sulit mendapatkan uang dari survey. Kalau ga ditolak, pasti tidak memenuhi kriteria. Udah gitu aja."
Firman Maulana,5,2022-01-15 03:28:27,"Populix emang best,tapi untuk studi dan surveinya tolong di perbanyak yah,biar bisa dapat cuan tiap hari hehe"
Dwi Arumiyati,5,2022-01-14 05:12:13,Aplikasinya asli membayar. ini adl salahsatu apk favorit saya. Bahkan saya pernah dapet sekali survei dibayar 18rb. kuncinya hanya perlu bersabar untuk mendptkan surveinya.
Eben Nezer18,1,2022-01-12 03:06:41,"Parah aplikasi isi survey ini, kaya ada kecurangan terutama di popquest, di kasih power 3x cuma dua hari selebihnya powernya cuma di kasih 2 ato 1, jdi kegeser terus peringkatnya. Kaya gk sengaja gk di kasih peringkat 10 besar. Parah pokoknya yg dapat hadiah kayanya orang2 dalam juga"
Sadrina Meiliana Putri,2,2022-01-08 23:00:09,"Apknya ga jelas, hari ini tgl 9 jan 2022 seharusnya saya dapat study mingguan berhadiah Rp1.500. Padahal saya sudah nunggu ga taunya malah survey biasa dan itu soal yang sama, saya sudah menjawab 15/10! Nyari untung malah buntung kuota. GA GUNA! TOLONG SEGERA TANGGAPI"
wulan rani,1,2022-01-07 19:11:25,"Udah make aplikasi ini lebih dari 3 bulan, dibulan pertama sama kedua berjalan dengan baik, ngisi survey dan dapat pointnya, tapi di bulan ke-3 kok udah ngisi survey tapi pointnya gk nambah? Ini gmn sih? Tolong donk bantu saya, kalau tidak mungkin saya bakal uninstal aplikasi ini, karena percuma aja, cuman ngabisin kuota"
Muhammad Rizqie Fazhri,1,2022-01-01 03:26:19,"UI bagus, tapi sistem kurang , button verifikasi nomer tidak bisa di tekan sudah beberapa kali hadehhh, gimana mau verifikasi data pribadi"
Mus Rifah,1,2021-12-31 03:00:09,Lamaaaaaaaaaaaaaaaaa bangettt dapet surveynya. Mau uninstall aja lah. Udah sabar nunggu tpi berminggu-minggu masih belum ada 1 survey pun yg aku terima. Bintangnya aku kurangin lagi. Karena mau narik katanya nomer dana salah. Padahal udah bener. Parahh sih aplikasinya. Semakin burukk.
Darmawan,1,2021-11-28 06:43:20,"Harus verif KTP (yang kita sendiri tak tau aman / tidak data kita), serta survey yang sangaat dikit dan tidak worth it."
Andi Sanjaya,1,2021-11-28 04:30:07,"Apk ga jelas, sdh pake 3 bulan tapi ga prn dapat studi servey. Blom gali survey harian klo sudah sampai 9, eh tiba2 yg ke 10 ga muncul survey jadi hangus krn waktu sudah habis"
Ayu P,5,2021-11-24 17:15:17,"Salah satu survey lokal yg antar mukanya bagus, survey nya gampang diisi n beneran bayar, aku udah dibayar lewat gopay, thx Populix, sering2 buat survey ya.. 🥰🥰🥰"
Trenggi Naswatie,5,2021-11-16 06:32:59,"Surveinya menarik-menarik, customer servicenya pun juga tanggap, kalo jawab selalu fast respon."
Leo Ceyem21,2,2021-11-11 02:07:21,"Mendingan populix yang lama , yqng sekarang bikin mumet dan jarang dapat hadiah, emang ini apk terbukti membayar , tapi kalo survey udh mulai jarang buat apa di instal mending dihapus"
Muhammad wildanul Ikhsan,5,2021-11-09 23:00:56,"Pelayanan tim support sangat memuaskan, Terima kasih pelayanan nya semoga aplikasi bisa bertambah baik"
Blind_ Arief@yahoo.com,3,2021-11-07 08:41:26,Aplikasi nya bagus.. Mudah di mengerti... Tidak mengecewakan... Wd nya pun cepet Sayangnya misi surveynya jarang keluar.. Bintang 3 dulu.. Entar kalo surveynya keluar trs kasih bintang 5 👍
Permata Putri,2,2021-11-06 20:47:26,Lebih bagus Jakpat sama-sama daftar pake Ktp tapi survey tetep ada dan tanpa potongan kalau mau Wd...
Latif Micro,1,2021-11-06 03:58:38,"Udh lama yang ngumpulin rupiahnya,,, eh malah gak bisa di tarik pas nyampek 15K padahal kan itu minimal penarikannya,,, lama lama makek aplikasi ini seprti DI TIPU ....gak jelas aplikasinya...buang buang waktu cuma"
Ovy,1,2021-11-04 03:53:17,"Udah 3 bln pake populix , dpt reward cuma 10k & gabsa ditarik karna minimal 15k (itupun kena admin 5k). Jujur aplikasi ini GAK WORTH IT utk di download, karna nominal reward nya pelit bgt dan jarang bgt ada. Ga ada alasan utk pertahanin aplikasi di hp. Uninstall, bye."
Syafiq Saifulloh F,5,2021-11-03 11:08:38,"Aplikasi yg memuaskan, untuk awalan ini mudah penggunaanya. Lalu Pelayanan Servicenya merespon. Saran saya untuk notifikasi aplikasi dipercepat dong biar kl ada survey bisa cepat tanggap."
Em! Suha!m!,5,2021-11-02 16:36:53,Sangat mantab aplikasinya terbukti membayarr..costumer servisnya sangat ramah dan cepat tanggap...mksi ya kalau bisa evaluasi dan survenya tiap hari dong..
Pengguna Aplikasi,1,2021-10-31 05:34:58,Kejadian yang sama sudah terisi saldo 20ribu apk tiba-tiba tidak bisa login. Tolong yang lain jangan di download.
Sukarno,1,2021-10-24 16:23:56,"Aplikasi pembual ,hati"" jangan di download, udah dpt 16 rb, tp tiba"" akun kluar tdk bs masuk lagi, dan harus buat akun baru lagi, satttt"
Rony vinsmoke Official,5,2021-10-20 14:24:17,"Aplikasi keren dan terbukti membayar , tingkatkan trus agar banyak lagi rewardnya,"
Ian Tika,5,2021-10-07 06:51:38,"Mengisi waktu luang dengan aplikasi ini menurutku cukup produktif. Selain ngisi survey juga dapat memperluas wawasan, ada game juga. Dan yang pasti di aplikasi ini bisa fapet penghasilan."
Febri adel Rumapea,4,2021-09-30 11:30:55,"Sejauh ini lumayan bagus,hanya saja sangat susah untuk mendapatkan studinya.tlg dipeemudah ya teimakasih"
Zhafirah 2002,5,2021-09-27 06:36:05,"Penanganan & responnya cepet, walaupun untuk mendapatkan point dana lumayan lama. Semoga kedepannya jadi lebih good again."
GAMING TV ALAPAHBET,5,2021-09-25 01:24:30,Aplikasi nya sangt mudah dan sudah penarikan pertama.cuman unsul dan saran klo bisa untuk biaya admin nya di kecilin lagi masa 5ribu.sebulan cuman narik 30ribu.tpi keseluruan bagus aplikasi cuan populix
Wiji Astuti,2,2021-09-24 14:23:23,"Populix sekarang gak kaya dulu, sekarang suka nge prank, baru dapat email dan lgsung dibuka dpt survey pas dibuka apk nya survey udh abis, kl abis ngapain di email sih. Dan skrg sering bgt update kayaknya seminggu seklai dch minta update. Jadi semakin ga jelas populix ini. Kl udh tarik dana mau unistal aja lah."
Mocca Chan,1,2021-09-24 12:48:27,"Rata-rata kendalanya sama, pas login minta update eh habis itu login ulang malah gabisa, padahal dikit lagi udah bisa narik dana malah eror trus, mohon segera dibenahi, kami sudah lama nunggu dan selalu ngerjain survei nya tiap minggu"
Ileta Soetrisna,5,2021-09-19 08:56:46,Dari awal join saya selalu gak dapat studinya jd ngumpulin poinnya lama. Adain lebih banyak studi donk biar poinnya cepat terkumpul. Rewardnya tambahin dengan e-wallet. Semoga didengar ya. Makasih.
Khusnul Maulida Azizah,4,2021-09-19 07:03:38,"Bagus sebenarnya, cuma sekarang susah banget buat dapet studi, padahal rajin isi polling dan update profil. Ini aja udah 3 hari ga ada polling harian. Dan sering banget disuruh update aplikasi. Semoga bisa lebih baik lagi appsnya"
Tengku Doni Arfian,4,2021-09-11 15:37:27,Min tolong di cek sy habis update kok gak bisa login... alasannya email/password tidak sesuai..udah 1 minggu min
Dwi Febrianti,5,2021-09-09 07:43:32,Setiap kali update selalu ada kendala. Semoga kedepannya gak lagi
Resti Isnania,1,2021-09-08 22:46:49,"Parah! Pas login kok minta diupdate padahal aplikasi udah saya update versi terbaru. Sebentar lagi dana dana saya bisa ditarik kok malah jadi gak bisa kebuka aplikasinya! Saya tunggu solusinya. Kalau nanti aplikasinya udah bisa dibuka, dan akun saya bisa login dengan normal, saya ubah jadi bintang 5"
